"CHERYLS BAGELS","273 500 SOUTH                BOUNTIFUL UT 84011",
"DAIRY QUEEN","1142 HWY 193                LAYTON UT 84041",
"JERSEY MIKES SUBS","2065 HARRIS                LAYTON UT 84041",
"LIVING SPACES","1400 700 SOUTH                CLEARFIELD UT 84015",
"S&A CATERING","181 MAIN                CENTERVILLE UT 84014",
"EL PALMAR MEXICAN RESTAURANT","2432 1700 SOUTH                SYRACUSE UT 84075",
"SODALICIOUS","2532 WEBER                SOUTH WEBER UT 84405",
"STIKKI ENTERPRISES / DBA SABONE KITCHEN","1268 500 WEST                WOODS CROSS UT 84087",
"JERSEY MIKES","817 1700                Syracuse UT 84075",
"JET'S PIZZA OF SYRACUSE","817 1700 SOUTH                SYRACUSE UT 84075",
"SUBWAY","588 2600 SOUTH                BOUNTIFUL UT 84010",
"TI AMO WOOD FIRED PIZZA","515 2600 SOUTH                BOUNTIFUL UT 84010",
"POSTRE CAFE","70 FAIRFIELD                LAYTON UT 84041",
"TACO BELL #38835","313 400 WEST                KAYSVILLE UT 84037",
"CIRCLE INN PIZZERIA","1060 300 ROTH                CLEARFIELD UT 84015",
"CHICK-FIL-A ANTELOPE","651 ANTELOPE                LAYTON UT 84040",
"FARMINGTON CITY FOUR PLEX","178 650 W                FARMINGTON UT 84025",
"SALSA'S CAFE, LLC","890 550 WEST                NORTH SALT LAKE UT 84054",
"CHIPOTLE MEXICAN GRILL #4833","1975 1700 SOUTH                SYRACUSE UT 84075",
"BURGER STOP","323 GENTILE                LAYTON UT 84041",
"OL'SKOOL","1588 2000 WEST                SYRACUSE UT 84075",
"SCOOTER'S COFFEE","688 700 SOUTH                CLEARFIELD UT 84015",
"IN-N-OUT BURGER,INC","1977 1200 WEST                LAYTON UT 84041",
"THE BEAUMONT","1150 MAIN                BOUNTIFUL UT 84010",
"WAFFLE STOP & AUTHENTIC SALVADOREAN CAFE","2107 1700 SOUTH                SYRACUSE UT 84075",
"FAST STOP 1110","845 HWY 193                LAYTON UT 84041",
"FAST STOP 1112/SUBWAY","1034 GENTILE                LAYTON UT 84041",
"FAST STOP 1111/SUBWAY","1716 MAIN                CLEARFIELD UT 84015",
"BOARDWALK PEDIATRIC DENTAL","1195 PARK LANE                FARMINGTON UT 84025",
"FAST STOP 1128","33 1100 NORTH                NORTH SALT LAKE UT 84054",
"JACK IN THE BOX #1318","2016 MAIN                LAYTON UT 84041",
"DAILY RISE CENTERVILLE","547 FRONTAGE                CENTERVILLE UT 84014",
"THE ORANGE PEEL","559 DESERET                KAYSVILLE UT 84037",
"SEOUL KOREAN RESTAURANT","2625 HILLFIELD                LAYTON UT 84040",
"WINGSTOP #52552","260 FORT                LAYTON UT 84041",
"LEGACY PREPARATORY ACADEMY (7-9)","1228 2185 SOUTH                WOODS CROSS UT 84087",
"THE DIAMOND TREE, LLC","845 200 NORTH                KAYSVILLE UT 84037",
"ABC BRAVO CLEARFIELD, LLC","620 1700                Clearfield UT 84015",
"BURLY BURGER","2141 HILLFIELD                LAYTON UT 84041",
"HAPPY FRUIT MAYITOS","90 MAIN                LAYTON UT 84041",
"DAIRY QUEEN","527 700 WEST                WOODS CROSS UT 84087",
"LITTLE CAESARS PIZZA","1050 SHEPARD                FARMINGTON UT 84025",
"COMFORT INN & SUITES","2437 WILDCAT                WOODS CROSS UT 84010",
"MELTY WAY","1201 HILLFIELD                LAYTON UT 84041",
"EXTRA MILE #246","742 2600 SOUTH                WOODS CROSS UT 84087",
"THE SPANGLISH MEXICAN RESTAURANT","2146 MAIN                LAYTON UT 84041",
"SAVORY SWIG STORES, LLC","330 MARKET                CENTERVILLE UT 84014",
"ATLANTIS BURGER","10 HIGHWAY 89                NORTH SALT LAKE UT 84054",
"BC CHICKEN 6B, LLC","20 MAIN                KAYSVILLE UT 84037",
"FRESH SUSHI & BOBA TEA","3391 ORCHARD                BOUNTIFUL UT 84010",
"BIG SAI'S HAWAIIN BBQ","2672 HILL FIELD                LAYTON UT 84041",
"CHINA HILL","2704 HILLFIELD                LAYTON UT 84041",
"DARCIE'S LEARNING CENTER","2179 1800 NORTH                CLINTON UT 84015",
"ONE NOODLE BAR","761 REDWOOD                NORTH SALT LAKE UT 84054",
"ZION INTERMEDIATE CARE INC.","340 100 WEST                BOUNTIFUL UT 84010",
"THURGOOD CREAMERY","2432 1700 SOUTH                SYRACUSE UT 84075",
"SUBWAY","282 PARRISH                CENTERVILLE UT 84014",
"SUBWAY","1724 ANTELOPE                LAYTON UT 84014",
"DUTCH BROS COFFEE","2652 2000 WEST                CLINTON UT 84015",
"BARTOLO'S STATION PARK","895 EAST PROMONTORY                FARMINGTON UT 84025",
"SUNFLOWER RIDGE ASSISTED LIVING, LLC","71 CENTER                CENTERVILLE UT 84014",
"SUNFLOWER RIDGE ASSISTED LIVING, LLC","41 CENTER                CENTERVILLE UT 84014",
"BOUNTIFUL NUTRITION","273 500                Bountiful UT 84010",
"SALSA'S CATERING, LLC","890 550 WEST                NORTH SALT LAKE UT 84054",
"DUTCH BROS COFFEE #UT0707","729 MAIN                CLEARFIELD UT 84015",
"COMMON GROUND COMMISSARY","1564 HILLFIELD                LAYTON UT 84041",
"WEDGIES","2212 1800 NORTH                CLINTON UT 84015",
"CHIPOTLE MEXICAN GRILL #4908","2654 2000 WEST                CLINTON UT 84015",
"TWISTED SUGAR","185 2000 WEST                WEST POINT UT 84015",
"ALLY'S PIZZA","1296 300 NORTH                CLEARFIELD UT 84015",
"WESTSIDE PIZZA","1330 HIGHWAY 193                LAYTON UT 84040",
"EVERBOWL","256 UNIVERSITY                FARMINGTON UT 84025",
"THE SMOKED TACO","245 500 SOUTH                BOUNTIFUL UT 84010",
"7 BROTHERS","1060 PARK                FARMINGTON UT 84025",
"FIIZ DRINKS","761 REDWOOD                NORTH SALT LAKE UT 84054",
"MAK MAK KHA SOI","353 MAIN                BOUNTIFUL UT 84010",
"MONUMENT HEALTH BOUNTIFUL","460 2600 SOUTH                BOUNTIFUL UT 84010",
"CUPBOP BOUNTIFUL","325 500 WEST                BOUNTIFUL UT 84010",
"STARBUCKS COFFEE CO.","290 ORCHARD                NORTH SALT LAKE UT 84054",
"FATCATS CLINTON","2062 1800 NORTH                CLINTON UT 84015",
"BASKIN ROBBINS","1076 PARK                FARMINGTON UT 84025",
"MO' BETTAHS","2654 2000 WEST                CLINTON UT 84015",
"ICEBERG DRIVE INN","1792 2000 WEST                SYRACUSE UT 84075",
"SOUTH DAVIS SPECIALTY CARE","481 400 EAST                BOUNTIFUL UT 84010",
"COUNTRY CARE I","513 950 WEST                FARMINGTON UT 84025",
"COUNTRY CARE II","533 950 WEST                FARMINGTON UT 84025",
"THE CRAZY  TACO","442 MAIN                CLEARFIELD UT 84015",
"COUNTRY HOME ASSISTED LIVING","565 MEDICAL                BOUNTIFUL UT 84010",
"WINGSTOP","618 2600 SOUTH                WOODS CROSS UT 84087",
"CRISPY CONES","2086 Harris                Layton UT 84041",
"CULVER'S OF LAYTON","340 GENTILE                LAYTON UT 84041",
"OMBU LAYTON","1120 MAIN                LAYTON UT 84041",
"FRIENDS FOOD & GAS #3","1971 Hill Field                Layton UT 84041",
"PAR 5 GRILL, LLC","1201 HILLFIELD                LAYTON UT 84041",
"WETZELS PRETZELS","1632 2000 WEST                CLINTON UT 84015",
"JACK IN THE BOX","650 FALCON HILLS                CLEARFIELD UT 8415",
"TWISTED SUGAR","377 Gentile                Layton UT 84041",
"TWISTED SUGAR","25 Parrish                Centerville UT 84014",
"BERRY STATION","283 Flint                Kaysville UT 84037",
"BIG DADDY'S PIZZA","275 200 NORTH                KAYSVILLE UT 84037",
"PATTY SHACK","2056 HILL FIELD                LAYTON UT 84041",
"RANCHERITO'S MEXICAN FOOD","2471 WILDCAT                WOODS CROSS UT 84087",
"NEW KIM KOREAN HOUSE & SUSHI BAR","1625 1000 WEST                CLEARFIELD UT 84015",
"GRAHAM & OLIVE CULINARY","1814 SILVERWOOD                FARMINGTON UT 84025",
"DON JUAN TACOS","2228 1700 SOUTH                SYRACUSE UT 84075",
